,x,y
0,-71.09642996593459,42.36521167202806
1,-71.10326378455932,42.29090243527206
2,-71.06838057167909,42.360354236401676
3,-71.02975158179026,42.3478158016387
4,-71.11315660488174,42.37103293680592
5,-71.07489159413228,42.251912158755644
6,-71.02893758106359,42.264780797197076
7,-71.06420273117048,42.30370662758831
8,-71.09381994844728,42.35158518121351
9,-71.0240953397689,42.36648167450107
10,-71.06067609384887,42.343434670547815
11,-71.03161979437783,42.372701673609065
12,-71.03636860819483,42.308791663687536
13,-71.10036462145328,42.25635065058372
14,-71.00773647401603,42.363389295832114
15,-71.14209761258336,42.383691845709784
16,-71.14557256524093,42.27116713560247
17,-71.1498416156842,42.290535241030284
18,-71.15455404830936,42.330147567044605
19,-71.08234855696865,42.282298994963185
20,-71.00852021582033,42.27221855644848
21,-71.05424458691924,42.28141037667183
22,-71.01847552154287,42.34716993232098
23,-71.11804760661981,42.30600688817458
24,-71.0682024528047,42.27993549164921
25,-71.05025784422251,42.24103586724914
26,-71.08980000037774,42.30129866523157
27,-71.1378158018466,42.319202589001634
28,-71.10102947173947,42.31674987985127
29,-71.08326901134515,42.34418517338884
30,-71.01817912402943,42.33574168811259
31,-71.10164447855557,42.29076347453474
32,-71.08720547315312,42.28135465714546
33,-71.01817244460878,42.320199665510025
34,-71.07974355157066,42.289066313541596
35,-71.0622155897,42.34871951276569
36,-71.04627458647892,42.25160177494344
37,-71.05925159076295,42.32190198726153
38,-71.08591522202195,42.25064230379668
39,-71.06575459406312,42.35880267027552
40,-71.0743265768543,42.36009779736652
41,-71.05479049887808,42.311653289082656
42,-71.0572705900716,42.36269302516031
43,-71.10462460499556,42.33928521455984
44,-71.05356742611905,42.37778168824641
45,-71.11106227700704,42.36847867596568
46,-71.08468584333839,42.30981766421953
47,-71.13095698239574,42.32466259989794
48,-71.08336823208317,42.35727663473133
49,-71.15198948375708,42.327333527274185
50,-71.02545758059075,42.366559676195294
51,-71.05698959024683,42.38126367727321
52,-71.10327260366701,42.34064196522607
53,-71.09243260174351,42.36666367401861
54,-71.05236979738636,42.35094943637753
55,-71.15294266365761,42.35632765536752
56,-71.06479457198918,42.30128457735785
57,-71.11449147008156,42.34429948230766
58,-71.02852003641223,42.26335691717218
59,-71.08013090857752,42.338873764857716
60,-71.08800687448117,42.35996167059901
61,-71.05274252960426,42.30120934343112
62,-71.06308947498624,42.380287004701394
63,-71.06832358819253,42.34381659364707
64,-71.14813161550143,42.316202991417676
65,-71.04037258374325,42.285495657656874
66,-71.02818058159488,42.33805957216217
67,-71.04673258543068,42.374522821927975
68,-71.06498659153755,42.312192662568165
69,-71.07253359533667,42.310722663656676
70,-71.08929028096196,42.318414957735556
71,-71.07025260291796,42.3478123220339
72,-71.1240832744707,42.29162302427726
73,-71.0842334963339,42.363473214274606
74,-71.13276909853052,42.33352747420581
75,-71.05824292641051,42.32278159682172
76,-71.11561354254941,42.34039585899009
77,-71.10675672141183,42.34795067134001
78,-71.06648575475951,42.27837460593474
79,-71.11867721794219,42.29491114535522
80,-71.11022270717471,42.36540622177454
81,-71.11739620510302,42.321434185962794
82,-71.14017291118903,42.333860666846526
83,-71.05198858901672,42.29707036325163
84,-71.07816912812227,42.349411616580625
85,-71.09396302789496,42.30509659880275
86,-71.1272851266512,42.307281954666756
87,-71.05527467845323,42.29193191952578
88,-71.07726304612862,42.28661257570417
89,-71.07695092455265,42.2735545840747
90,-71.04674800494439,42.33512666821986
91,-71.01897700885516,42.34778667090501
92,-71.05783919441014,42.29828165838768
93,-71.09286782900303,42.328718783104996
94,-71.11031700122348,42.37465913442822
95,-71.07798319879392,42.36815267574668
96,-70.99856649521784,42.27580487146435
97,-71.06501834105624,42.356355670377816
98,-71.06020954077255,42.353168671488966
99,-71.1304576922794,42.26047239685711
100,-71.14427155671913,42.285579543039674
101,-71.08647341784129,42.3577620726456
102,-71.15212028737918,42.314107531742664
103,-71.10199998950159,42.27760794147896
104,-71.06415053599088,42.27879781893269
105,-71.07440955042878,42.352264670541516
106,-71.15988637654849,42.27290045749676
107,-71.0637205931944,42.3218534581174
108,-71.06988524030933,42.38134123853524
109,-71.07876980876645,42.29993310068676
110,-71.11596323190352,42.31941824508249
111,-71.11502829211948,42.30905497960339
112,-71.16340318899984,42.282143535412615
113,-71.166138958376,42.2827648936036
114,-71.10939002126953,42.28532543515212
