,OBJECTID,SEGMENT_ID,L_F_ADD,L_T_ADD,R_F_ADD,R_T_ADD,PRE_DIR,ST_NAME,ST_TYPE,SUF_DIR,MUN_L,MUN_R,CFCC,SPEEDLIMIT,ONEWAY,HEIGHT,WEIGHT,WIDTH,F_ZLEV,T_ZLEV,SHIELD,HWY_NUM,NBHD_L,NBHD_R,FT_COST,TF_COST,TF_DIR,FT_DIR,STATE00_L,STATE00_R,COUNTY00_L,COUNTY00_R,PLACE00_L,PLACE00_R,TRACT00_L,TRACT00_R,BLOCK00_L,BLOCK00_R,MCD00_L,MCD00_R,STREET_ID,SHAPElen,geometry,points
35,36,44,2,14,1,13,,Allerton,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.128,0.128, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,85,226.90234016542746,"LINESTRING (-7911728.485703262 5210534.414638403, -7911658.345615875 5210472.494380959)",<shapely.coords.CoordinateSequence object at 0x14d6261f0>
36,37,45,16,30,15,23,,Allerton,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.109,0.109, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,85,189.6331668101776,"LINESTRING (-7911658.345615875 5210472.494380959, -7911601.105308625 5210419.212817068)",<shapely.coords.CoordinateSequence object at 0x14d626190>
37,38,46,32,36,25,37,,Allerton,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.103,0.103, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,85,177.46064682799482,"LINESTRING (-7911601.105308625 5210419.212817068, -7911547.915978381 5210368.947332833)",<shapely.coords.CoordinateSequence object at 0x14d626130>
38,39,47,38,98,39,59,,Allerton,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.115,0.115, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,85,198.06496371352065,"LINESTRING (-7911547.915978381 5210368.947332833, -7911488.245158587 5210313.174216248)",<shapely.coords.CoordinateSequence object at 0x14d6260d0>
39,40,48,100,998,61,199,,Allerton,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.242,0.242, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,85,429.07893867982244,"LINESTRING (-7911488.245158587 5210313.174216248, -7911440.756091608 5210270.581681402, -7911394.990294259 5210197.52489193, -7911382.968066243 5210173.292887202)",<shapely.coords.CoordinateSequence object at 0x14d626070>
85,86,101,30,48,19,39,,Adams,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.125,-1.0, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,21,227.6053368146507,"LINESTRING (-7912171.398717804 5210352.266744746, -7912198.694376077 5210324.178873685, -7912235.917854882 5210284.078038785)",<shapely.coords.CoordinateSequence object at 0x14d622d90>
122,123,146,340,360,367,371,,Albany,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.03534023,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,51,77.74850929707596,"LINESTRING (-7910675.295951259 5212402.185116061, -7910676.36630979 5212399.194320516, -7910686.1833234 5212371.968587964)",<shapely.coords.CoordinateSequence object at 0x14d621d90>
123,124,147,492,502,503,527,,Albany,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.162,0.162, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,51,364.7371755164344,"LINESTRING (-7910977.49065727 5211923.820986509, -7911085.896654572 5211819.509556444)",<shapely.coords.CoordinateSequence object at 0x14d621d30>
124,125,148,540,580,541,581,,Albany,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.09872737,0.09872737, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,51,217.2002057205513,"LINESTRING (-7911151.192770128 5211756.614024014, -7911215.789129732 5211694.541537997)",<shapely.coords.CoordinateSequence object at 0x14d621cd0>
125,126,149,582,592,583,597,,Albany,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.114,0.114, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,51,254.4200648506939,"LINESTRING (-7911215.789129732 5211694.541537997, -7911220.262892313 5211690.22514623, -7911291.503359101 5211621.884182069)",<shapely.coords.CoordinateSequence object at 0x14d621c70>
126,127,150,912,916,919,921,,Albany,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.072,0.072, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,51,132.67239965391784,"LINESTRING (-7912402.447399054 5210596.147959259, -7912442.948229585 5210559.367060708)",<shapely.coords.CoordinateSequence object at 0x14d621c10>
127,128,151,2,2,1,3,,Albemarle,ST,,Boston,Boston,A41,15,,,,,0,0,,,Boston,Boston,0.08927709,0.08927709, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,52,117.84575874946428,"LINESTRING (-7912975.492200482 5212452.794293458, -7912939.225930245 5212420.435905055)",<shapely.coords.CoordinateSequence object at 0x14d621bb0>
182,183,214,,,4,8,,Alvah Kittredge,PARK,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.044,0.044, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,103,99.26609720858836,"LINESTRING (-7913981.186135876 5210290.645015061, -7913968.35591538 5210299.570404068, -7913953.040834244 5210306.211304781, -7913944.973925328 5210303.304245782)",<shapely.coords.CoordinateSequence object at 0x14d61f670>
229,230,287,67,11,74,8,,Appleton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.34933106,-1.0, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,148,614.8226629871311,"LINESTRING (-7911781.067529246 5212903.349290721, -7911542.650277605 5212988.838882848)",<shapely.coords.CoordinateSequence object at 0x14d61d6a0>
230,231,288,129,69,128,76,,Appleton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.347729,-1.0, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,148,612.0030441072054,"LINESTRING (-7912018.169065375 5212817.641376224, -7911992.4264343 5212826.643555878, -7911781.067529246 5212903.349290721)",<shapely.coords.CoordinateSequence object at 0x14d61d640>
240,241,300,2,108,1,109,,Atkinson,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.322,0.322, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,221,562.6415671253952,"LINESTRING (-7911374.075236459 5210827.775398301, -7911273.839406771 5211037.373094383)",<shapely.coords.CoordinateSequence object at 0x14d61d280>
365,366,448,67,55,66,56,,Bartlett,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.10538208,-1.0, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,306,185.4724617352239,"LINESTRING (-7913673.915909778 5210404.343520712, -7913666.393497194 5210395.734465005, -7913617.584142565 5210352.732972324)",<shapely.coords.CoordinateSequence object at 0x14d60b5e0>
456,457,561,2,8,1,7,,Bard,AVE,,Boston,Boston,A41,15,,,,,0,0,,,Roxbury,Roxbury,0.139,0.139, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4683,145.1329480769379,"LINESTRING (-7912586.922052247 5210317.889619554, -7912587.473817072 5210257.925058469)",<shapely.coords.CoordinateSequence object at 0x14d6011c0>
617,618,749,2,28,1,29,,Berkeley,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.05667821,-1.0, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,393,124.69206483099329,"LINESTRING (-7911457.965221549 5212842.306879135, -7911474.846827717 5212847.765376073, -7911489.117637061 5212855.483667081, -7911501.512788754 5212867.738788701)",<shapely.coords.CoordinateSequence object at 0x14d5ede80>
618,619,750,30,38,31,39,,Berkeley,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.07338146,-1.0, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,393,161.4392175989768,"LINESTRING (-7911501.512788754 5212867.738788701, -7911522.711327155 5212930.97833789)",<shapely.coords.CoordinateSequence object at 0x14d5ede20>
619,620,751,40,48,41,47,,Berkeley,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.0673331,-1.0, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,393,148.1328189530976,"LINESTRING (-7911522.711327155 5212930.97833789, -7911542.650277605 5212988.838882848)",<shapely.coords.CoordinateSequence object at 0x14d5eddc0>
641,642,773,1,9,2,8,,Bethune,WAY,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,-1.0,0.126, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,403,226.21420810693527,"LINESTRING (-7912578.473037976 5210555.685919065, -7912601.099120143 5210535.296213545, -7912613.452762208 5210522.49619497, -7912625.029504837 5210508.117485895, -7912640.043201554 5210486.144217029)",<shapely.coords.CoordinateSequence object at 0x14d5ecdc0>
661,662,797,16,2,17,1,,Bond,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,-1.0,0.121, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,472,219.950011328229,"LINESTRING (-7911427.363159464 5212540.549089312, -7911367.365309963 5212608.644021018)",<shapely.coords.CoordinateSequence object at 0x14d5ec640>
662,663,798,2,2,1,1,,Bonell,TER,,Boston,Boston,A70,1,N,,,,0,0,,,Roxbury,Roxbury,0.0,0.0, , ,MA,MA, , , , ,02119,02119, , ,07000,07000,4703,147.4439495953927,"LINESTRING (-7913357.924022013 5210231.950385626, -7913359.140859231 5210233.283033449, -7913369.320411103 5210244.431958029, -7913384.901300211 5210265.049907576, -7913370.980994153 5210276.578725132)",<shapely.coords.CoordinateSequence object at 0x14d5ec5e0>
819,820,981,1250,1302,1249,1299,,Boylston,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.328,0.328, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,504,706.9313087419836,"LINESTRING (-7914299.405492956 5212834.461195383, -7914377.135493 5212807.161146692, -7914573.118266961 5212735.018785431)",<shapely.coords.CoordinateSequence object at 0x14d5e6e80>
825,826,989,2,30,1,29,,Bradford,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.177,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,515,322.39438553779246,"LINESTRING (-7911420.61484111 5212388.115570431, -7911316.121379736 5212470.293462145)",<shapely.coords.CoordinateSequence object at 0x14d5e6160>
859,860,1031,2,34,1,35,,Brannon-Harris,WAY,,Boston,Boston,A41,15,,,,,0,0,,,Roxbury,Roxbury,0.22,0.22, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4713,215.38764218740906,"LINESTRING (-7912572.089258421 5211461.602002542, -7912636.028797606 5211523.276565376)",<shapely.coords.CoordinateSequence object at 0x14d5e4280>
887,888,1071,2,2,1,1,,Briggs,PL,,Boston,Boston,A74,5,,,,,0,0,,,Boston,Boston,0.20595424,0.20595424, , ,MA,MA, , , , ,02118,02118, , ,07000,07000,1833,90.61986779123626,"LINESTRING (-7911260.073207071 5212592.91151324, -7911236.647182866 5212563.759841079)",<shapely.coords.CoordinateSequence object at 0x14d5e03a0>
941,942,1138,104,116,97,109,,Cedar,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.102,0.102, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,740,216.35550677872567,"LINESTRING (-7914027.519851009 5210069.915464434, -7914057.928686634 5210081.42318314, -7914080.812165434 5210090.106237409, -7914100.098452327 5210097.7390832, -7914110.757252793 5210101.715293583)",<shapely.coords.CoordinateSequence object at 0x14d5dddc0>
942,943,1139,118,144,111,133,,Cedar,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.149,0.149, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,740,275.5384132558582,"LINESTRING (-7914110.757252793 5210101.715293583, -7914132.22911705 5210109.66842037, -7914150.799626372 5210116.36809322, -7914170.370574083 5210123.692287742, -7914190.658174676 5210131.846236969, -7914207.146633193 5210138.122691723, -7914216.958365101 5210141.681572162)",<shapely.coords.CoordinateSequence object at 0x14d5ddd60>
1089,1090,1326,2,48,1,49,,Camden,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.256,0.256, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,681,128.04653837336272,"LINESTRING (-7912508.311505836 5211526.430770645, -7912546.83324204 5211562.556024042)",<shapely.coords.CoordinateSequence object at 0x14d5d5640>
1092,1093,1330,2,2,1,1,,Campbell,PL,,Boston,Boston,A70,1,N,,,,0,0,,,Roxbury,Roxbury,0.0,0.0, , ,MA,MA, , , , ,02119,02119, , ,07000,07000,4738,113.1878272380895,"LINESTRING (-7912115.722036212 5210156.72710977, -7912149.31166492 5210124.31463304)",<shapely.coords.CoordinateSequence object at 0x14d5d5520>
1157,1158,1415,28,18,1,7,,Cedar,PARK,,Boston,Boston,A41,15,,,,,0,0,,,Roxbury,Roxbury,0.199,0.199, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,735,188.15550845645356,"LINESTRING (-7914110.757252793 5210101.715293583, -7914139.249901528 5210029.424568059)",<shapely.coords.CoordinateSequence object at 0x14d5d2b20>
1172,1173,1433,2,6,1,5,,Centre,PL,,Boston,Boston,A41,15,,,,,0,0,,,Roxbury,Roxbury,0.129,0.129, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,766,154.32702366194778,"LINESTRING (-7914208.238985074 5210402.547232145, -7914255.076320478 5210445.63192469)",<shapely.coords.CoordinateSequence object at 0x14d5d24c0>
1188,1189,1451,2,6,1,5,,Centre,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.068,0.068, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,767,136.8015874675841,"LINESTRING (-7913865.276807809 5210548.226864143, -7913878.516274994 5210545.14078058, -7913919.543148184 5210533.164258663)",<shapely.coords.CoordinateSequence object at 0x14d5d1d00>
1189,1190,1452,8,32,7,31,,Centre,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.163,0.163, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,767,361.35321225183975,"LINESTRING (-7913919.543148184 5210533.164258663, -7913937.398290214 5210528.819170839, -7914021.49614538 5210504.185807811, -7914061.650811803 5210489.364877688)",<shapely.coords.CoordinateSequence object at 0x14d5d1ca0>
1190,1191,1453,48,56,47,49,,Centre,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.064,0.064, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,767,136.4965477570116,"LINESTRING (-7914138.400412565 5210457.605547317, -7914147.199104036 5210453.462460539, -7914182.918055774 5210423.621430561)",<shapely.coords.CoordinateSequence object at 0x14d5d1c40>
1191,1192,1454,58,64,51,61,,Centre,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.036,0.036, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,767,79.90263100870698,"LINESTRING (-7914182.918055774 5210423.621430561, -7914208.238985074 5210402.547232145)",<shapely.coords.CoordinateSequence object at 0x14d5d1be0>
1277,1278,1559,,,,,,Clarendon,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.06178309,-1.0, , ,MA,MA,025,025,07000,07000,02116,02118, , ,07000,07000,890,108.73824594132144,"LINESTRING (-7911698.048274729 5212670.140238719, -7911679.284882548 5212629.336172821)",<shapely.coords.CoordinateSequence object at 0x14d5cf670>
1278,1279,1560,25,1,18,2,,Clarendon,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.1639905,-1.0, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,890,288.6232752422031,"LINESTRING (-7911738.098361257 5212782.449028719, -7911698.048274729 5212670.140238719)",<shapely.coords.CoordinateSequence object at 0x14d5cf610>
1279,1280,1561,35,27,32,20,,Clarendon,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.08680752,-1.0, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,890,152.78123933719,"LINESTRING (-7911759.111641343 5212841.966559233, -7911738.098361257 5212782.449028719)",<shapely.coords.CoordinateSequence object at 0x14d5cf5b0>
1280,1281,1562,43,37,46,34,,Clarendon,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.08965908,-1.0, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,890,157.79997407066344,"LINESTRING (-7911781.067529246 5212903.349290721, -7911759.111641343 5212841.966559233)",<shapely.coords.CoordinateSequence object at 0x14d5cf550>
1344,1345,1642,71,1,72,2,,Chesterton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.326,-1.0, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,840,573.8065361172082,"LINESTRING (-7911658.345615875 5210472.494380959, -7911586.75519694 5210551.261478687, -7911476.461967131 5210620.329189189)",<shapely.coords.CoordinateSequence object at 0x14d5cc790>
1429,1430,1751,47,45,54,48,,Clarendon,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.09503544,-1.0, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,890,167.26238007300205,"LINESTRING (-7911805.322525904 5212968.050779518, -7911781.067529246 5212903.349290721)",<shapely.coords.CoordinateSequence object at 0x14d5c6490>
1462,1463,1786,2,76,1,77,,Clearway,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.458,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,906,804.5469928783871,"LINESTRING (-7913350.512160335 5212868.53939445, -7913263.786309544 5212851.171834723, -7913141.535892408 5212825.646783339, -7913079.852587688 5212812.767058584, -7913071.478318335 5212814.792603482, -7913050.768798929 5212839.475507308, -7913041.605390455 5212850.396986985)",<shapely.coords.CoordinateSequence object at 0x14d5c47f0>
1581,1582,1947,2,48,1,49,,New Hope,WAY,,Boston,Boston,A41,15,,,,,0,0,,,Boston,Boston,0.094,0.094, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,5468,121.62610022503685,"LINESTRING (-7912412.082533791 5212010.324206906, -7912373.629084738 5212042.524214468)",<shapely.coords.CoordinateSequence object at 0x14d5c1790>
1582,1583,1948,50,98,51,99,,New Hope,WAY,,Boston,Boston,A41,15,,,,,0,0,,,Boston,Boston,0.101,0.101, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,5468,131.97337239402856,"LINESTRING (-7912373.629084738 5212042.524214468, -7912372.845034734 5212043.180762847, -7912334.139085435 5212079.986302572)",<shapely.coords.CoordinateSequence object at 0x14d5c1730>
1703,1704,2084,34,44,37,51,,Dearborn,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.073,0.073, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,1168,124.14346124940883,"LINESTRING (-7912478.306738118 5210430.766447552, -7912492.901746783 5210381.607453547)",<shapely.coords.CoordinateSequence object at 0x14d5be6d0>
1704,1705,2085,46,64,53,63,,Dearborn,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.094,0.094, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,1168,142.56833584556531,"LINESTRING (-7912492.901746783 5210381.607453547, -7912508.876804211 5210324.923688502)",<shapely.coords.CoordinateSequence object at 0x14d5be670>
1705,1706,2086,2,2,1,1,,Deblois,ST,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.121,0.121, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1169,206.21485847578313,"LINESTRING (-7912119.744867076 5211757.793646392, -7912175.808369844 5211821.793056644)",<shapely.coords.CoordinateSequence object at 0x14d5be610>
1735,1736,2121,2,6,1,7,,Cumberland,ST,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.088,0.088, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,1091,164.64335067000755,"LINESTRING (-7912923.276933174 5212694.689270933, -7912878.128854896 5212654.518689576, -7912872.632792573 5212649.453256677)",<shapely.coords.CoordinateSequence object at 0x14d5bd970>
1736,1737,2122,8,12,9,15,,Cumberland,ST,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.074,0.074, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,1091,132.75129191085279,"LINESTRING (-7912872.632792573 5212649.453256677, -7912832.369894601 5212612.34449592)",<shapely.coords.CoordinateSequence object at 0x14d5bd910>
1744,1745,2133,2,2,1,1,,Cumston,PL,,Boston,Boston,A41,15,,,,,0,0,,,Boston,Boston,0.124,0.124, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1097,148.02938352552218,"LINESTRING (-7912056.554499503 5211845.280861413, -7912096.651200959 5211891.353037484)",<shapely.coords.CoordinateSequence object at 0x14d5bd610>
1745,1746,2134,99,9,98,10,,Cumston,ST,,Boston,Boston,A41,15,,,,,0,0,,,Boston,Boston,0.099,0.099, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1098,125.56304171739299,"LINESTRING (-7912094.967410751 5211810.552348043, -7912080.052176584 5211824.0120297, -7912056.554499503 5211845.280861413)",<shapely.coords.CoordinateSequence object at 0x14d5bd5b0>
1746,1747,2135,7,1,8,2,,Cumston,ST,,Boston,Boston,A41,15,,,,,0,0,,,Boston,Boston,0.092,0.092, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1098,126.34309151869508,"LINESTRING (-7912056.554499503 5211845.280861413, -7912017.524869264 5211879.799494899)",<shapely.coords.CoordinateSequence object at 0x14d5bd550>
1806,1807,2200,2,10,,,,Dalton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.03954061,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,1129,69.59147269601186,"LINESTRING (-7913041.605390455 5212850.396986985, -7913053.652116996 5212876.494129022)",<shapely.coords.CoordinateSequence object at 0x14d5bbb50>
1807,1808,2201,12,38,1,37,,Dalton,ST,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.12104952,0.12104952, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,1129,213.04714998803476,"LINESTRING (-7913053.652116996 5212876.494129022, -7913081.737623888 5212959.912561534)",<shapely.coords.CoordinateSequence object at 0x14d5bbaf0>
1808,1809,2202,40,48,39,49,,Dalton,ST,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.147,0.147, , ,MA,MA,025,025,07000,07000,02115,02199, , ,07000,07000,1129,311.8980476815024,"LINESTRING (-7913081.737623888 5212959.912561534, -7913116.427725829 5212982.419565935, -7913130.444228206 5213012.83256973, -7913148.975364541 5213063.465266337)",<shapely.coords.CoordinateSequence object at 0x14d5bba90>
1825,1826,2220,2,2,1,1,,Danforth,PL,,Boston,Boston,A70,10,N,,,,0,0,,,Roxbury,Roxbury,0.18996304,0.18996304, , ,MA,MA, , , , ,02119,02119, , ,07000,07000,4815,167.16747991212534,"LINESTRING (-7913185.057200577 5210034.790523829, -7913213.415090695 5209971.858137648)",<shapely.coords.CoordinateSequence object at 0x14d5bb430>
1835,1836,2234,2,10,1,9,,Dartmouth,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.132,0.132, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1147,142.96806625588178,"LINESTRING (-7911893.358039173 5212474.188709331, -7911913.6042081 5212529.670710416)",<shapely.coords.CoordinateSequence object at 0x14d5bb070>
1836,1837,2235,12,22,11,21,,Dartmouth,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.132,0.132, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,1147,139.7679002448558,"LINESTRING (-7911913.6042081 5212529.670710416, -7911933.397327093 5212583.911116361)",<shapely.coords.CoordinateSequence object at 0x14d5bb040>
1837,1838,2236,24,36,23,37,,Dartmouth,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.131,0.131, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,1147,135.88135029925297,"LINESTRING (-7911933.397327093 5212583.911116361, -7911952.371022424 5212636.741698894)",<shapely.coords.CoordinateSequence object at 0x14d5b9f70>
1838,1839,2237,38,54,39,51,,Dartmouth,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.131,0.131, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,1147,151.68453907173603,"LINESTRING (-7911952.371022424 5212636.741698894, -7911957.440930425 5212649.951798862, -7911970.235431028 5212685.455858207, -7911973.865352114 5212695.599767574)",<shapely.coords.CoordinateSequence object at 0x14d5b9f10>
1839,1840,2238,56,68,53,65,,Dartmouth,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.084,0.084, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,1147,190.01134647449274,"LINESTRING (-7911973.865352114 5212695.599767574, -7911990.113306792 5212740.52390589, -7912000.598876221 5212769.403920244)",<shapely.coords.CoordinateSequence object at 0x14d5b9eb0>
1840,1841,2239,70,74,67,73,,Dartmouth,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.059,0.059, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,1147,124.26928643652224,"LINESTRING (-7912000.598876221 5212769.403920244, -7912018.169065375 5212817.641376224)",<shapely.coords.CoordinateSequence object at 0x14d5b9e50>
1871,1872,2275,99,53,98,54,,Deacon,ST,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.079,0.079, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1164,122.00265360315515,"LINESTRING (-7912156.404942444 5211723.325447364, -7912119.744867076 5211757.793646392)",<shapely.coords.CoordinateSequence object at 0x14d5b9250>
1872,1873,2276,51,1,52,2,,Deacon,ST,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.067,0.067, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1164,130.16774891302384,"LINESTRING (-7912119.744867076 5211757.793646392, -7912079.715126775 5211793.562045923)",<shapely.coords.CoordinateSequence object at 0x14d5b91f0>
1906,1907,2313,23,15,24,16,,Degautier,WAY,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.168,0.168, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,1182,292.5189497632993,"LINESTRING (-7912759.797856933 5210420.341297524, -7912759.736046541 5210420.828479265, -7912756.89952222 5210443.209752758, -7912750.323517155 5210468.163290557, -7912740.525061405 5210492.175516424, -7912725.18088796 5210518.93683299, -7912716.034012859 5210531.024407205)",<shapely.coords.CoordinateSequence object at 0x14d5b84f0>
1907,1908,2314,13,1,14,2,,Degautier,WAY,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.171,0.171, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,1182,304.0231807126318,"LINESTRING (-7912716.034012859 5210531.024407205, -7912687.136915769 5210568.258768832, -7912671.849254907 5210583.452659524, -7912651.944699078 5210600.011959465, -7912627.514541704 5210618.786826692)",<shapely.coords.CoordinateSequence object at 0x14d5b8490>
