,OBJECTID,SEGMENT_ID,L_F_ADD,L_T_ADD,R_F_ADD,R_T_ADD,PRE_DIR,ST_NAME,ST_TYPE,SUF_DIR,MUN_L,MUN_R,CFCC,SPEEDLIMIT,ONEWAY,HEIGHT,WEIGHT,WIDTH,F_ZLEV,T_ZLEV,SHIELD,HWY_NUM,NBHD_L,NBHD_R,FT_COST,TF_COST,TF_DIR,FT_DIR,STATE00_L,STATE00_R,COUNTY00_L,COUNTY00_R,PLACE00_L,PLACE00_R,TRACT00_L,TRACT00_R,BLOCK00_L,BLOCK00_R,MCD00_L,MCD00_R,STREET_ID,SHAPElen,geometry,points
6412,6413,7848,2,26,1,25,,Vine,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.17,0.17, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4273,293.6812609887667,"LINESTRING (-7912214.252580256 5210107.331947691, -7912296.715653964 5210018.598239576)",<shapely.coords.CoordinateSequence object at 0x14d502250>
6413,6414,7849,28,42,27,41,,Vine,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.126,0.126, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4273,221.657935191046,"LINESTRING (-7912296.715653964 5210018.598239576, -7912308.334397898 5210005.124373556, -7912359.615593309 5209952.285636218)",<shapely.coords.CoordinateSequence object at 0x14d5021f0>
6489,6490,7964,2,92,1,93,,Wareham,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.461,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4337,811.0426826174107,"LINESTRING (-7911308.755706685 5212069.015520676, -7911242.881610555 5211996.358943323, -7911213.449500297 5211964.181227402, -7911163.613356708 5211905.967296006, -7911129.822418496 5211870.771148189, -7911115.116657068 5211852.71939135, -7911085.896654572 5211819.509556444)",<shapely.coords.CoordinateSequence object at 0x14d5002b0>
6499,6500,7977,66,74,65,75,,Warren,AVE,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.345,0.345, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,4340,102.13229154594079,"LINESTRING (-7911738.098361257 5212782.449028719, -7911775.712264142 5212768.283553226, -7911777.473622259 5212767.620121286)",<shapely.coords.CoordinateSequence object at 0x14d4fbeb0>
6500,6501,7978,76,98,77,127,,Warren,AVE,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.345,0.345, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,4340,507.77618407952804,"LINESTRING (-7911777.473622259 5212767.620121286, -7911784.666721292 5212764.911131651, -7911973.865352114 5212695.599767574)",<shapely.coords.CoordinateSequence object at 0x14d4fbe50>
6501,6502,7979,100,162,129,163,,Warren,AVE,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.232,0.232, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,4340,406.8583892434768,"LINESTRING (-7911973.865352114 5212695.599767574, -7912096.721456259 5212650.648424759, -7912131.305828205 5212638.117877724)",<shapely.coords.CoordinateSequence object at 0x14d4fbdf0>
6502,6503,7980,164,190,165,189,,Warren,AVE,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.14574645,0.14574645, , ,MA,MA,025,025,07000,07000,02118,02116, , ,07000,07000,4340,256.513745782273,"LINESTRING (-7912131.305828205 5212638.117877724, -7912131.321392239 5212638.112260424, -7912230.660472148 5212602.134467393)",<shapely.coords.CoordinateSequence object at 0x14d4fbd90>
6528,6529,8016,1089,1073,1088,1072,,Washington,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,-1.0,0.069, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,108.17260252493153,"LINESTRING (-7910972.592906078 5212757.494460368, -7910954.187923226 5212798.206716849)",<shapely.coords.CoordinateSequence object at 0x14d4fb1f0>
6529,6530,8017,1133,1091,1132,1090,,Washington,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,-1.0,0.173, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,308.98381332519995,"LINESTRING (-7911025.167583794 5212641.206527096, -7910972.592906078 5212757.494460368)",<shapely.coords.CoordinateSequence object at 0x14d4fb190>
6530,6531,8018,1278,1284,1277,1285,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.03665224,0.03665224, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,80.63493342758436,"LINESTRING (-7911220.730386171 5212393.848605615, -7911243.340359739 5212369.444764585)",<shapely.coords.CoordinateSequence object at 0x14d4fb130>
6531,6532,8019,1286,1310,1287,1309,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.06894766,0.06894766, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,151.68486102452388,"LINESTRING (-7911243.340359739 5212369.444764585, -7911289.593369185 5212327.318421143)",<shapely.coords.CoordinateSequence object at 0x14d4fb0d0>
6532,6533,8020,1312,1334,1311,1335,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.06445957,0.06445957, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,141.811055825019,"LINESTRING (-7911289.593369185 5212327.318421143, -7911339.620622887 5212297.092938004)",<shapely.coords.CoordinateSequence object at 0x14d4fb070>
6760,6761,8304,1,1,2,2,W,Haven,ST,,Boston,Boston,A41,15,,,,,0,0,,,Boston,Boston,0.42,0.42, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1966,557.5400528215847,"LINESTRING (-7912059.803255353 5212004.816598739, -7912079.071153986 5212027.022622317, -7912212.483561044 5212176.878773808)",<shapely.coords.CoordinateSequence object at 0x14d4f0cd0>
6764,6765,8308,53,51,52,50,W,Newton,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,-1.0,0.063, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2980,139.61233672457297,"LINESTRING (-7912020.773385406 5212039.33649916, -7911983.340898074 5211995.548911623)",<shapely.coords.CoordinateSequence object at 0x14d4f0b50>
6765,6766,8309,252,274,253,275,W,Newton,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.065,0.065, , ,MA,MA,025,025,07000,07000,02115,02116, , ,07000,07000,2980,133.58577590200804,"LINESTRING (-7912691.538476774 5212770.665796399, -7912704.378479854 5212782.50120581, -7912732.053253891 5212808.010507207)",<shapely.coords.CoordinateSequence object at 0x14d4f0af0>
6813,6814,8392,184,200,175,199,W,Canton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.181,-1.0, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,691,298.1518843789031,"LINESTRING (-7912131.305828205 5212638.117877724, -7912136.196274299 5212650.815929466, -7912149.670798778 5212684.25680017, -7912180.662242358 5212750.848876769, -7912180.682477401 5212750.882198762)",<shapely.coords.CoordinateSequence object at 0x14d4ef850>
6815,6816,8401,94,104,95,105,W,Concord,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.078,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,977,145.67984894569852,"LINESTRING (-7912135.004005702 5211856.658061614, -7912174.262830068 5211902.174900569)",<shapely.coords.CoordinateSequence object at 0x14d4ef790>
6816,6817,8402,106,160,107,161,W,Concord,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.324,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,977,579.5892621449311,"LINESTRING (-7912174.262830068 5211902.174900569, -7912272.522233814 5212010.320014866, -7912326.927978422 5212072.270828082, -7912334.019131653 5212079.848221391, -7912334.139085435 5212079.986302572)",<shapely.coords.CoordinateSequence object at 0x14d4ef730>
6839,6840,8430,78,94,87,95,,Westland,AVE,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.05810544,0.05810544, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,4436,127.83197792060086,"LINESTRING (-7913640.747454551 5212632.61627774, -7913692.320013675 5212643.190684984)",<shapely.coords.CoordinateSequence object at 0x14d4eedf0>
6846,6847,8441,2,70,1,71,,Westminster,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.077,0.077, , ,MA,MA,025,025,07000,07000,02120,02120, , ,07000,07000,4441,143.7282302808556,"LINESTRING (-7912902.931241409 5211393.86562465, -7912939.595723287 5211347.246179122)",<shapely.coords.CoordinateSequence object at 0x14d4eeb50>
6850,6851,8445,2,2,1,1,,Whipple,ST,,Boston,Boston,A40,15,,,,,0,0,,,Boston,Boston,0.13,0.13, , ,MA,MA,025,025, , ,02115,02115, , ,07000,07000,5324,198.52854279200068,"LINESTRING (-7913556.390578443 5212844.946466485, -7913574.921715917 5212765.031302897)",<shapely.coords.CoordinateSequence object at 0x14d4ee9d0>
6869,6870,8477,82,174,83,175,,Widett,CIR,,Boston,Boston,A41,15,,,,,0,0,,,South Boston,South Boston,1.401,1.401, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4483,1834.6464864617708,"LINESTRING (-7910683.430369844 5211668.108463409, -7910582.467850323 5211741.26141039, -7910570.14482214 5211746.682595465, -7910557.849721171 5211746.619198654, -7910542.829621954 5211745.170585479, -7910537.386244809 5211741.028938239, -7910533.308948275 5211736.894338037, -7910530.604753374 5211731.395680963, -7910473.809670175 5211351.294201086, -7910475.246132127 5211337.590484435, -7910478.006290365 5211332.120265603, -7910480.780640564 5211323.907819129, -7910490.399119934 5211312.98856023, -7910519.268879913 5211277.488583998, -7910550.828316114 5211250.229230932, -7910564.52373629 5211243.44435884, -7910578.219272033 5211236.659472409, -7910602.870998275 5211224.44661086)",<shapely.coords.CoordinateSequence object at 0x14d4ee040>
6888,6889,8498,,,,,,Williams,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.055,-1.0, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4508,83.48156794714542,"LINESTRING (-7912930.482234176 5210962.412283931, -7912948.243426767 5210976.931228285, -7912956.283220171 5210985.131777037)",<shapely.coords.CoordinateSequence object at 0x14d4ed550>
6913,6914,8541,72,108,69,113,,Gainsborough,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.414,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,1658,600.9927176954586,"LINESTRING (-7913439.09601967 5212382.730520493, -7913445.314871565 5212384.620462077, -7913558.439846247 5212407.692513456, -7913681.189997338 5212434.069083313)",<shapely.coords.CoordinateSequence object at 0x14d4ecbb0>
6914,6915,8542,110,114,115,115,,Gainsborough,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.07,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,1658,126.38529100115095,"LINESTRING (-7913681.189997338 5212434.069083313, -7913732.077844909 5212445.003412776)",<shapely.coords.CoordinateSequence object at 0x14d4ecb50>
7016,7017,8681,,,,,,Worcester,SQ,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.099,0.099, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4601,180.44641750008842,"LINESTRING (-7912103.707687936 5211663.019121367, -7912103.705136195 5211663.016125837, -7912063.16439466 5211617.817073834, -7912054.183178931 5211607.436353576)",<shapely.coords.CoordinateSequence object at 0x14d4e6190>
7017,7018,8682,2,34,,,,Worcester,SQ,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.225,0.225, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4601,396.958341999326,"LINESTRING (-7912054.183178931 5211607.436353576, -7912050.228278426 5211609.575969983, -7912046.638128671 5211610.457732295, -7912041.976670638 5211610.434426003, -7912038.398131303 5211608.976941155, -7912033.212321714 5211606.25187701, -7912027.98898933 5211601.834446936, -7911957.256207447 5211521.656158879, -7911954.056927363 5211516.061735293, -7911951.935961637 5211509.932976288, -7911951.063609566 5211505.070002906, -7911951.087769856 5211500.211658733, -7911952.29491018 5211495.664430828)",<shapely.coords.CoordinateSequence object at 0x14d4e6130>
7018,7019,8683,36,198,33,199,,Worcester,SQ,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.104,0.104, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4601,174.27253120385305,"LINESTRING (-7911952.29491018 5211495.664430828, -7911917.88895892 5211454.47751713, -7911904.776800727 5211441.807901359)",<shapely.coords.CoordinateSequence object at 0x14d4e60d0>
7019,7020,8685,2,16,1,15,,Worcester,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.104,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4602,194.10954559093582,"LINESTRING (-7912103.707687936 5211663.019121367, -7912146.791753111 5211712.559480391, -7912156.404942444 5211723.325447364)",<shapely.coords.CoordinateSequence object at 0x14d4e6070>
7020,7021,8686,18,30,17,29,,Worcester,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.127,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4602,210.50900969651713,"LINESTRING (-7912156.404942444 5211723.325447364, -7912179.760064135 5211749.480852856, -7912214.251926169 5211788.10828669)",<shapely.coords.CoordinateSequence object at 0x14d4e6040>
7021,7022,8687,32,40,31,39,,Worcester,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.076,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4602,136.5299871862901,"LINESTRING (-7912214.251926169 5211788.10828669, -7912232.667552587 5211808.825429429, -7912251.523050675 5211830.3451189)",<shapely.coords.CoordinateSequence object at 0x14d4e5f70>
7022,7023,8688,92,104,93,103,,Worcester,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.098,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4602,172.99074549982961,"LINESTRING (-7912412.082533791 5212010.324206906, -7912420.729809592 5212020.148137974, -7912458.60437667 5212064.458296141)",<shapely.coords.CoordinateSequence object at 0x14d4e5f10>
7044,7045,8715,60,78,61,79,,Zeigler,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.14824509,-1.0, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4630,260.9113574837206,"LINESTRING (-7912866.017025621 5210436.358246974, -7912759.797856933 5210420.341297524)",<shapely.coords.CoordinateSequence object at 0x14d4e56d0>
7045,7046,8716,80,80,81,81,,Zeigler,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.02646327,-1.0, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4630,46.575356825343185,"LINESTRING (-7912759.797856933 5210420.341297524, -7912740.836698484 5210417.481874962)",<shapely.coords.CoordinateSequence object at 0x14d4e5670>
7046,7047,8717,82,94,83,95,,Zeigler,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.0808827,-1.0, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4630,142.35354473505984,"LINESTRING (-7912740.836698484 5210417.481874962, -7912734.916238506 5210416.704940331, -7912682.770394981 5210409.535917514)",<shapely.coords.CoordinateSequence object at 0x14d4e5610>
7047,7048,8718,120,132,121,133,,Zeigler,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.1351369,-1.0, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4630,237.84094222766728,"LINESTRING (-7912589.77777442 5210395.874022779, -7912563.390941516 5210391.997293375, -7912492.901746783 5210381.607453547)",<shapely.coords.CoordinateSequence object at 0x14d4e55b0>
7083,7084,8773,72,82,71,83,,Reading,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.08441124,-1.0, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,3494,148.5637854180745,"LINESTRING (-7911895.221776186 5210663.036364962, -7911921.69129963 5210607.696078029)",<shapely.coords.CoordinateSequence object at 0x14d4e4730>
7084,7085,8774,84,98,85,99,,Reading,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.14786453,-1.0, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,3494,260.2415757582977,"LINESTRING (-7911921.69129963 5210607.696078029, -7911967.769016331 5210510.617657048)",<shapely.coords.CoordinateSequence object at 0x14d4e46d0>
7086,7087,8779,172,176,173,179,,Shawmut,AVE,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.018775,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,41.30500431984969,"LINESTRING (-7911103.212722315 5212825.019985049, -7911109.144481194 5212809.020585031)",<shapely.coords.CoordinateSequence object at 0x14d4e4610>
7087,7088,8780,178,208,181,209,,Shawmut,AVE,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.12949301,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,284.8846270784318,"LINESTRING (-7911109.144481194 5212809.020585031, -7911120.642884672 5212774.568673867, -7911147.756750173 5212705.789210062, -7911149.029156447 5212698.459690147)",<shapely.coords.CoordinateSequence object at 0x14d4e45b0>
7088,7089,8781,227,219,234,218,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.0901908,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,158.73581235673177,"LINESTRING (-7911222.288057526 5212624.439537666, -7911195.078502989 5212646.102434013, -7911171.15482088 5212665.304437458)",<shapely.coords.CoordinateSequence object at 0x14d4e4550>
7089,7090,8782,251,241,254,246,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.07224607,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,127.15308581923593,"LINESTRING (-7911301.898450729 5212561.299688602, -7911294.407263358 5212566.945193446, -7911260.073207071 5212592.91151324)",<shapely.coords.CoordinateSequence object at 0x14d4e44f0>
7090,7091,8783,271,253,280,256,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.14457877,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,254.45864271886194,"LINESTRING (-7911384.68244191 5212496.835343888, -7911301.898450729 5212561.299688602)",<shapely.coords.CoordinateSequence object at 0x14d4e4490>
7091,7092,8784,299,273,296,282,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.1365815,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,240.38344038542934,"LINESTRING (-7911462.582580844 5212435.545695005, -7911384.68244191 5212496.835343888)",<shapely.coords.CoordinateSequence object at 0x14d4e4430>
7092,7093,8785,331,325,340,330,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.06035073,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,106.21727872988878,"LINESTRING (-7911632.155108901 5212301.880127829, -7911597.509166818 5212328.670847627)",<shapely.coords.CoordinateSequence object at 0x14d4e43d0>
7093,7094,8786,347,333,346,342,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.03412843,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,60.06603077636049,"LINESTRING (-7911651.302074682 5212286.1668831, -7911632.155108901 5212301.880127829)",<shapely.coords.CoordinateSequence object at 0x14d4e4370>
7094,7095,8787,363,349,364,348,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.09288343,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,163.47483562357513,"LINESTRING (-7911704.113498037 5212244.277910494, -7911651.302074682 5212286.1668831)",<shapely.coords.CoordinateSequence object at 0x14d4e4310>
7095,7096,8788,366,388,365,387,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.141,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,250.70505110198133,"LINESTRING (-7911704.113498037 5212244.277910494, -7911781.815747772 5212176.067738772)",<shapely.coords.CoordinateSequence object at 0x14d4e4250>
7096,7097,8789,390,406,389,405,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.14,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,249.4775447675337,"LINESTRING (-7911781.815747772 5212176.067738772, -7911858.562847095 5212107.538740131)",<shapely.coords.CoordinateSequence object at 0x14d4e41f0>
7097,7098,8790,408,422,407,421,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.116,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,204.24024031200594,"LINESTRING (-7911858.562847095 5212107.538740131, -7911921.121733312 5212051.131653622)",<shapely.coords.CoordinateSequence object at 0x14d4e4190>
7098,7099,8791,424,436,423,435,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.117,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,202.29675803866098,"LINESTRING (-7911921.121733312 5212051.131653622, -7911959.651012754 5212016.711980019, -7911983.340898074 5211995.548911623)",<shapely.coords.CoordinateSequence object at 0x14d4e4130>
7099,7100,8792,438,444,437,445,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.071,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,123.76527340454687,"LINESTRING (-7911983.340898074 5211995.548911623, -7912021.03152701 5211961.125397788)",<shapely.coords.CoordinateSequence object at 0x14d4e40d0>
7100,7101,8793,446,454,447,453,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.071,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,124.50809578140301,"LINESTRING (-7912021.03152701 5211961.125397788, -7912057.98384597 5211925.460686339)",<shapely.coords.CoordinateSequence object at 0x14d4e4070>
7101,7102,8794,456,460,455,463,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.072,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,125.02496525452258,"LINESTRING (-7912057.98384597 5211925.460686339, -7912096.651200959 5211891.353037484)",<shapely.coords.CoordinateSequence object at 0x14d4e4040>
7102,7103,8795,462,470,465,477,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.073,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,125.39962721622138,"LINESTRING (-7912096.651200959 5211891.353037484, -7912135.004005702 5211856.658061614)",<shapely.coords.CoordinateSequence object at 0x14d4e1f70>
7103,7104,8796,472,482,479,481,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.073,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,130.15042257005464,"LINESTRING (-7912135.004005702 5211856.658061614, -7912175.808369844 5211821.793056644)",<shapely.coords.CoordinateSequence object at 0x14d4e1f10>
7104,7105,8797,484,490,483,497,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.076,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,123.94319776386442,"LINESTRING (-7912175.808369844 5211821.793056644, -7912214.251926169 5211788.10828669)",<shapely.coords.CoordinateSequence object at 0x14d4e1eb0>
7105,7106,8798,560,578,551,573,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.111,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,200.1320897893904,"LINESTRING (-7912446.744762528 5211581.397582092, -7912451.884940154 5211576.808331685, -7912508.311505836 5211526.430770645)",<shapely.coords.CoordinateSequence object at 0x14d4e1e50>
7106,7107,8799,580,588,575,587,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.123,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,220.5689925221802,"LINESTRING (-7912508.311505836 5211526.430770645, -7912558.065277675 5211476.88092952, -7912565.709939499 5211469.307231093, -7912572.089258421 5211461.602002542)",<shapely.coords.CoordinateSequence object at 0x14d4e1df0>
7107,7108,8800,590,598,589,599,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.06,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3843,90.41063190984778,"LINESTRING (-7912572.089258421 5211461.602002542, -7912591.658778976 5211443.5989329, -7912599.258049564 5211436.070292542)",<shapely.coords.CoordinateSequence object at 0x14d4e1d90>
7108,7109,8802,664,666,663,665,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.022,-1.0, , ,MA,MA,025,025,07000,07000,02118,02120, , ,07000,07000,3843,48.68363289027967,"LINESTRING (-7912805.014789132 5211210.114199436, -7912815.058212832 5211192.704594278)",<shapely.coords.CoordinateSequence object at 0x14d4e1d30>
7109,7110,8803,754,760,757,757,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.054,-1.0, , ,MA,MA,025,025,07000,07000,02119,02120, , ,07000,07000,3843,92.53719126393554,"LINESTRING (-7913037.076373175 5210848.131173062, -7913057.407643353 5210815.794106471)",<shapely.coords.CoordinateSequence object at 0x14d4e1cd0>
7110,7111,8804,762,790,759,771,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.138,-1.0, , ,MA,MA,025,025,07000,07000,02119,02120, , ,07000,07000,3843,253.9136480956733,"LINESTRING (-7913057.407643353 5210815.794106471, -7913099.016755888 5210745.496148828, -7913112.492854445 5210726.706151322)",<shapely.coords.CoordinateSequence object at 0x14d4e1c70>
7111,7112,8805,800,804,801,803,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.059,-1.0, , ,MA,MA,025,025,07000,07000,02119,02120, , ,07000,07000,3843,100.85359591066802,"LINESTRING (-7913147.150414264 5210668.716125509, -7913168.327519971 5210632.871168316)",<shapely.coords.CoordinateSequence object at 0x14d4e1c10>
7112,7113,8806,806,812,805,833,,Shawmut,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.056,-1.0, , ,MA,MA,025,025,07000,07000,02119,02120, , ,07000,07000,3843,100.97366308135354,"LINESTRING (-7913168.327519971 5210632.871168316, -7913189.772753084 5210597.129416433)",<shapely.coords.CoordinateSequence object at 0x14d4e1bb0>
7136,7137,8847,52,58,49,55,,Gainsborough,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.152,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,1658,118.81318703203745,"LINESTRING (-7913368.765065567 5212318.623150039, -7913404.47473441 5212352.18617365)",<shapely.coords.CoordinateSequence object at 0x14d4e1190>
