,Unnamed: 0.1,street,speed,pin1,pin2,x1,y1,x2,y2,left_intersect_id,right_intersect_id,manhattan
0,0,Abbotsford,20,2121,2121,-71.09371106946048,42.31496171352553,-71.0936304704957,42.31495388226968,0,1,8.843022063587114e-05
1,1,Abbotsford,20,2121,2121,-71.0936304704957,42.31495388226968,-71.09344131122913,42.314902447290685,2,3,0.00024059424556099882
2,2,Abbotsford,20,2121,2121,-71.09344131122913,42.314902447290685,-71.09280203310767,42.314701921410546,4,5,0.0008398040015933361
3,3,Abbotsford,20,2121,2121,-71.09280203310767,42.314701921410546,-71.09180473693638,42.31436173524377,6,7,0.0013374823380658538
4,4,Abbotsford,20,2121,2121,-71.09180473693638,42.31436173524377,-71.09153959207599,42.3142762201258,8,9,0.0003506599783662523
5,5,Abbotsford,20,2121,2121,-71.09153959207599,42.3142762201258,-71.09127800775471,42.314193775366135,10,11,0.00034402908094222084
6,6,Abbotsford,20,2121,2121,-71.09127800775471,42.314193775366135,-71.09113637728349,42.31418563255425,12,13,0.0001497732831055032
7,7,Abby,15,2135,2135,-71.14124529527216,42.36127897510728,-71.14171023242505,42.361421745047714,14,15,0.0006077070933301343
8,8,Abby,15,2135,2135,-71.14171023242505,42.361421745047714,-71.14183448953463,42.36144957279007,16,17,0.00015208485193340948
9,9,Abby,15,2135,2135,-71.14183448953463,42.36144957279007,-71.14213340599359,42.36146628168643,18,19,0.0003156253553200372
10,10,Acacia,20,2132,2132,-71.16057144815167,42.27356688106325,-71.16062724119091,42.27358419759172,20,21,7.310956770112398e-05
11,11,Acacia,20,2132,2132,-71.16062724119091,42.27358419759172,-71.16155398169673,42.274015701031615,22,23,0.0013582439457167086
12,12,Academy,15,2119,2119,-71.09787013227124,42.32062111697275,-71.09788245435792,42.32103550245728,24,25,0.0004267075712007795
13,13,Academy Hill,20,2135,2135,-71.15377985744873,42.34726702519101,-71.15424891838884,42.34655702774585,26,27,0.0011790583852828718
14,14,Academy Hill,20,2135,2135,-71.15474655458662,42.34582035843528,-71.1549060712602,42.345567695034624,28,29,0.00041218007422827435
15,15,Academy Hill,20,2135,2135,-71.1549060712602,42.345567695034624,-71.15503074576532,42.34538764229318,30,31,0.00030472724655794536
16,16,Academy Hill,20,2135,2135,-71.15503074576532,42.34538764229318,-71.1551286775527,42.345234957206884,32,33,0.00025061687367866625
17,17,Academy Hill,15,2135,2135,-71.1551286775527,42.345234957206884,-71.15540162375564,42.34484176957111,34,35,0.0006661338387132787
18,18,Academy,15,2119,2119,-71.09787013227124,42.32062111697275,-71.09730466497355,42.32063065826737,36,37,0.0005750085923068582
19,19,Academy,15,2119,2119,-71.09730466497355,42.32063065826737,-71.09725081045876,42.32063184162003,38,39,5.503786744753825e-05
20,20,Academy,15,2119,2119,-71.09725081045876,42.32063184162003,-71.09680388893058,42.32063333120122,40,41,0.00044841110937454687
21,21,Academy,15,2119,2119,-71.09680388893058,42.32063333120122,-71.09674929954488,42.3206335133125,42,43,5.477149697696859e-05
22,22,Academy,15,2119,2119,-71.09674929954488,42.3206335133125,-71.09669106181002,42.3206295691427,44,45,6.218190466000806e-05
23,23,Academy,15,2119,2119,-71.09669106181002,42.3206295691427,-71.09662109068408,42.32062483021684,46,47,7.471005179837674e-05
24,24,Academy,15,2119,2119,-71.09662109068408,42.32062483021684,-71.09660330967814,42.320622709734614,48,49,1.990148816588544e-05
25,25,Academy,15,2119,2119,-71.09660330967814,42.320622709734614,-71.09650586841333,42.320609333212296,50,51,0.00011081778713162295
26,26,Academy,15,2119,2119,-71.09650586841333,42.320609333212296,-71.09642760353069,42.32059670996785,52,53,9.08881270902384e-05
