,Unnamed: 0.1,street,speed,pin1,pin2,x1,y1,x2,y2,left_intersect_id,right_intersect_id,manhattan
52073,52073,Avon,25,2130,2130,-71.13266906699356,42.310489640689724,-71.1326693886581,42.3105276486306,104146,104147,3.832960541672037e-05
52074,52074,Avon,25,2130,2130,-71.1326693886581,42.3105276486306,-71.13267168270848,42.310798314760646,104148,104149,0.000272960180424775
52075,52075,Avon,25,2130,2130,-71.13267168270848,42.310798314760646,-71.13267716900077,42.31084116029394,104150,104151,4.833182558883209e-05
52076,52076,Wayburn,20,2130,2130,-71.11352019483563,42.29038993161319,-71.11345577307469,42.29038559869323,104152,104153,6.875468090328239e-05
52077,52077,Wayburn,20,2130,2130,-71.11345577307469,42.29038559869323,-71.11338063778129,42.29035790468371,104154,104155,0.00010282930291793947
52078,52078,Wayburn,20,2130,2130,-71.11338063778129,42.29035790468371,-71.11247860590218,42.28979094834993,104156,104157,0.0014689882128848806
52079,52079,Wayburn,20,2130,2130,-71.11247860590218,42.28979094834993,-71.11241916144537,42.289728319128415,104158,104159,0.00012207367832672844
52080,52080,Wayburn,20,2130,2130,-71.11241916144537,42.289728319128415,-71.11241302326944,42.289679215799374,104160,104161,5.524150497393521e-05
52081,52081,Wayburn,20,2130,2130,-71.11241302326944,42.289679215799374,-71.11240594874954,42.28962262600674,104162,104163,6.366431252047278e-05
52082,52082,Wayburn,20,2130,2130,-71.11240594874954,42.28962262600674,-71.11246885688305,42.28953433952771,104164,104165,0.0001511946125276609
52083,52083,Wayburn,20,2130,2130,-71.11246885688305,42.28953433952771,-71.11273649898631,42.28928278320305,104166,104167,0.0005191984279164785
52084,52084,Fremont,25,2126,2126,-71.09145383593354,42.270702640654285,-71.09112535923481,42.27054063026471,104168,104169,0.0004904870882995739
52085,52085,Fremont,25,2126,2126,-71.09112535923481,42.27054063026471,-71.09108115670617,42.27051882863577,104170,104171,6.600415758128975e-05
52086,52086,Fremont,25,2126,2126,-71.09108115670617,42.27051882863577,-71.09104640269928,42.27050086802834,104172,104173,5.2714614319882e-05
52087,52087,Fremont,25,2126,2126,-71.09104640269928,42.27050086802834,-71.09102718252468,42.27049086111058,104174,104175,2.92270923551996e-05
52088,52088,Newbury,20,2215,2215,-71.09494486148276,42.348039359553816,-71.09545261150336,42.34803738472289,104176,104177,0.0005097248515255616
52089,52089,Newbury,20,2215,2215,-71.09545261150336,42.34803738472289,-71.09638646774178,42.348033744983184,104178,104179,0.000937495978128311
52090,52090,Newbury,20,2215,2215,-71.09638646774178,42.348033744983184,-71.09670368977848,42.34803250735901,104180,104181,0.00031845966087473704
52091,52091,Newbury,20,2215,2215,-71.09670368977848,42.34803250735901,-71.09685530158123,42.34804387761121,104182,104183,0.00016298205495246518
52092,52092,Newbury,20,2215,2215,-71.09685530158123,42.34804387761121,-71.09690520602635,42.34804762041786,104184,104185,5.364725176804086e-05
52093,52093,Newbury,20,2215,2215,-71.09690520602635,42.34804762041786,-71.09742863450734,42.34826898195015,104186,104187,0.0007447900132788733
52094,52094,Brookline,25,2215,2215,-71.09715819168291,42.34879592929935,-71.09714963566212,42.34862066943969,104188,104189,0.0001838158804474688
52095,52095,Brookline,25,2215,2215,-71.09714963566212,42.34862066943969,-71.09718607218109,42.34853425483737,104190,104191,0.00012285112129006848
52096,52096,Brookline,25,2215,2215,-71.09718607218109,42.34853425483737,-71.09722208414594,42.34846856883033,104192,104193,0.00010169797189263365
52097,52097,Brookline,25,2215,2215,-71.09722208414594,42.34846856883033,-71.09729546543427,42.34839887235268,104194,104195,0.00014307776597632937
52098,52098,Brookline,25,2215,2215,-71.09729546543427,42.34839887235268,-71.09742863450734,42.34826898195015,104196,104197,0.00026305947559990267
52099,52099,Allandale,25,2131,2130,-71.12874550776401,42.30048635961442,-71.13020229961434,42.301024440980456,104198,104199,0.001994873216368376
52100,52100,Allandale,25,2131,2130,-71.13020229961434,42.301024440980456,-71.13096852756601,42.30129361690404,104200,104201,0.0010354038752566908
52101,52101,Allandale,25,2131,2130,-71.13096852756601,42.30129361690404,-71.13119031464234,42.30132776968424,104202,104203,0.0002559398565296078
52102,52102,Allandale,25,2131,2130,-71.13119031464234,42.30132776968424,-71.13126368042663,42.301332794735934,104204,104205,7.839083598071284e-05
52103,52103,Allandale,25,2131,2130,-71.13126368042663,42.301332794735934,-71.13130987451865,42.301335001052216,104206,104207,4.840040830345061e-05
52104,52104,Allandale,25,2131,2130,-71.13130987451865,42.301335001052216,-71.13135606861387,42.30133720734985,104208,104209,4.8400392856251535e-05
52105,52105,Allandale,25,2131,2130,-71.13135606861387,42.30133720734985,-71.13140226271237,42.30133941362893,104210,104211,4.840037757958271e-05
52106,52106,Allandale,25,2131,2130,-71.13140226271237,42.30133941362893,-71.13144845681406,42.301341619889435,104212,104213,4.840036218922705e-05
52107,52107,Allandale,25,2131,2130,-71.13144845681406,42.301341619889435,-71.13149465491145,42.301343140117005,104214,104215,4.771832496430761e-05
