,Unnamed: 0.1,street,speed,pin1,pin2,x1,y1,x2,y2,left_intersect_id,right_intersect_id,manhattan
29756,29756,North,20,2113,2109,-71.05189318096156,42.36392162218456,-71.05202511031733,42.36374308462069,59512,59513,0.00031046691965030965
29757,29757,North,20,2113,2109,-71.05202511031733,42.36374308462069,-71.05210578708903,42.363683028067705,59514,59515,0.000140733324684561
29758,29758,North,20,2113,2109,-71.05178228432777,42.364199715503396,-71.05179046576235,42.36412222611366,59516,59517,8.567082431909512e-05
29759,29759,North,20,2113,2109,-71.05179046576235,42.36412222611366,-71.0518378909438,42.36402960451802,59518,59519,0.00014004677708356894
29760,29760,North,20,2109,2109,-71.05176262599538,42.365282467070905,-71.05177059672978,42.36526163211678,59520,59521,2.8805688529587318e-05
29761,29761,North,20,2109,2109,-71.05177059672978,42.36526163211678,-71.05178353649652,42.36493719558229,59522,59523,0.0003373763012177733
29762,29762,North,20,2109,2109,-71.05166314732327,42.36554248276502,-71.05176262599538,42.365282467070905,59524,59525,0.0003594943662292849
29763,29763,North,20,2109,2109,-71.05159032519181,42.365669112729975,-71.05166314732327,42.36554248276502,59526,59527,0.00019945209641036854
29764,29764,Norton,20,2125,2125,-71.06954541503715,42.30661874853804,-71.0697192617037,42.3066049930301,59528,59529,0.00018760217448487992
29765,29765,Norton,20,2125,2125,-71.0697192617037,42.3066049930301,-71.06992395955454,42.30657351508177,59530,59531,0.00023617579917356582
29766,29766,Norton,20,2125,2125,-71.06992395955454,42.30657351508177,-71.0699781228022,42.3065593111815,59532,59533,6.836714792513021e-05
29767,29767,Norton,20,2125,2125,-71.0699781228022,42.3065593111815,-71.07003205558334,42.30654510639342,59534,59535,6.81375692224151e-05
29768,29768,Norton,20,2125,2125,-71.07003205558334,42.30654510639342,-71.07029915829015,42.306442515172854,59536,59537,0.0003696939273822864
29769,29769,Oak,20,2136,2136,-71.1223867751077,42.255237596550685,-71.12424051808568,42.255125680435185,59538,59539,0.0019656590934857827
29770,29770,Oakwood,20,2124,2124,-71.07337076530216,42.28727938389221,-71.07348297959956,42.287663292084325,59540,59541,0.0004961224895154713
29771,29771,Oakwood,20,2124,2124,-71.07348297959956,42.287663292084325,-71.07363756672328,42.28820377432217,59542,59543,0.0006950693615763727
29772,29772,Oakwood,20,2124,2124,-71.07363756672328,42.28820377432217,-71.07389073174322,42.28906156833854,59544,59545,0.0011109590362963218
29773,29773,Old Morton,20,2126,2126,-71.07208183625906,42.27466182914282,-71.07218913696332,42.27500271285921,59546,59547,0.00044818442064809005
29774,29774,Old Morton,20,2126,2126,-71.07185316416009,42.27395850956632,-71.07199688043218,42.274391933069175,59548,59549,0.0005771397749469998
29775,29775,Old Morton,20,2126,2126,-71.07199688043218,42.274391933069175,-71.07208183625906,42.27466182914282,59550,59551,0.0003548519005249773
29776,29776,Olmstead,20,2130,2130,-71.10030944450601,42.31110071096239,-71.10032833508238,42.311169914132655,59552,59553,8.809374663343306e-05
29777,29777,Olmstead,20,2130,2130,-71.10032833508238,42.311169914132655,-71.10036560292072,42.3113058779682,59554,59555,0.00017323167388383354
29778,29778,Olmstead,20,2130,2130,-71.10036560292072,42.3113058779682,-71.10038607750201,42.31132035573197,59556,59557,3.495234506090128e-05
29779,29779,Olmstead,20,2130,2130,-71.10038607750201,42.31132035573197,-71.10045960214084,42.31135011053485,59558,59559,0.00010327944171706348
29780,29780,Olmstead,20,2130,2130,-71.10045960214084,42.31135011053485,-71.10072176175922,42.311440205178776,59560,59561,0.0003522542622960145
29781,29781,Olmstead,20,2130,2130,-71.10072176175922,42.311440205178776,-71.10140317979473,42.31166278619524,59562,59563,0.0009039990519781328
29782,29782,Olmstead,20,2130,2130,-71.10140317979473,42.31166278619524,-71.10149667214225,42.31167751699515,59564,59565,0.00010822314742142679
29783,29783,Olmstead,20,2130,2130,-71.10018063194094,42.31062881019484,-71.10030944450601,42.31110071096239,59566,59567,0.0006007133326164649
29784,29784,Orchard,20,2130,2130,-71.12021988031705,42.31066865560274,-71.12017149508145,42.31022189166717,59568,59569,0.0004951491711722156
29785,29785,Orchard,20,2130,2130,-71.12017149508145,42.31022189166717,-71.1201384042038,42.3094980235513,59570,59571,0.0007569589935201293
29786,29786,Orchard,20,2130,2130,-71.1201384042038,42.3094980235513,-71.12014067812761,42.30896498669493,59572,59573,0.0005353107801795431
29787,29787,Orchard,20,2130,2130,-71.12057260803866,42.31333166219993,-71.12055895661484,42.31305989685617,59574,59575,0.00028541676757498635
29788,29788,Orchard,20,2130,2130,-71.12055895661484,42.31305989685617,-71.12051910638804,42.31223658632394,59576,59577,0.0008631607590245949
29789,29789,Orchard,20,2130,2130,-71.12051910638804,42.31223658632394,-71.12051328780078,42.31206010986749,59578,59579,0.0001822950437215809
29790,29790,Orchard,20,2130,2130,-71.12051328780078,42.31206010986749,-71.12050659498199,42.311953800541694,59580,59581,0.00011300214458032087
29791,29791,Orchard,20,2130,2130,-71.12050659498199,42.311953800541694,-71.12049322227558,42.311820379226134,59582,59583,0.00014679402196549066
29792,29792,Orchard,20,2130,2130,-71.12049322227558,42.311820379226134,-71.12048142952763,42.31172105285858,59584,59585,0.00011111911550898414
29793,29793,Orchard,20,2130,2130,-71.12048142952763,42.31172105285858,-71.12046254394625,42.311627691837,59586,59587,0.00011224660295994228
29794,29794,Orchard,20,2130,2130,-71.12046254394625,42.311627691837,-71.12038317287433,42.3113203879618,59588,59589,0.0003866749471228559
29795,29795,Orchard,20,2130,2130,-71.12038317287433,42.3113203879618,-71.12033339914075,42.31113157893575,59590,59591,0.00023858275962851397
29796,29796,Orchard,20,2130,2130,-71.12033339914075,42.31113157893575,-71.12021988031705,42.31066865560274,59592,59593,0.0005764421567064915
29797,29797,Orchardfield,20,2122,2122,-71.0565352559947,42.304855570916025,-71.05696695081667,42.30467680947876,59594,59595,0.0006104562592383901
29798,29798,Orchardfield,20,2122,2122,-71.05696695081667,42.30467680947876,-71.05720790218264,42.304582380121744,59596,59597,0.00033538072298000543
29799,29799,Orchardfield,20,2122,2122,-71.05720790218264,42.304582380121744,-71.05761665729669,42.30441244713261,59598,59599,0.0005786881031824008
29800,29800,Orchardfield,20,2122,2122,-71.05761665729669,42.30441244713261,-71.05838495334433,42.30410531618717,59600,59601,0.0010754269930828286
29801,29801,Orchardfield,20,2122,2122,-71.05838495334433,42.30410531618717,-71.05839399677345,42.30410054873597,59602,59603,1.3810880311382336e-05
29802,29802,Orkney,20,2135,2135,-71.1503431941067,42.33682084860446,-71.1499177598225,42.33687923777861,59604,59605,0.00048382345834596663
29803,29803,Orkney,20,2135,2135,-71.1499177598225,42.33687923777861,-71.1495540516167,42.336936441508996,59606,59607,0.00042091193618176703
29804,29804,Orkney,20,2135,2135,-71.1495540516167,42.336936441508996,-71.14941606709482,42.336974438018,59608,59609,0.00017598103088545258
29805,29805,Orkney,20,2135,2135,-71.14941606709482,42.336974438018,-71.14935207667834,42.337008544837815,59610,59611,9.809723629672362e-05
29806,29806,Orkney,20,2135,2135,-71.14935207667834,42.337008544837815,-71.14915391988687,42.33714240049123,59612,59613,0.00033201244488623166
29807,29807,Orkney,20,2135,2135,-71.14915391988687,42.33714240049123,-71.1490950781697,42.33716485961559,59614,59615,8.130084153634698e-05
29808,29808,Orkney,20,2135,2135,-71.1490950781697,42.33716485961559,-71.14895692701197,42.33719119270138,59616,59617,0.00016448424351978017
29809,29809,Orkney,20,2135,2135,-71.14895692701197,42.33719119270138,-71.14830283994065,42.337337374271826,59618,59619,0.0008002686417540872
29810,29810,Orkney,20,2135,2135,-71.14830283994065,42.337337374271826,-71.14734359353085,42.33752789478986,59620,59621,0.0011497669278384135
29811,29811,Otisfield,20,2121,2121,-71.08032637365095,42.312416471387,-71.08075818288289,42.312601903736976,59622,59623,0.0006172415819136745
29812,29812,Otisfield,20,2121,2121,-71.08075818288289,42.312601903736976,-71.08080493067635,42.31262608522781,59624,59625,7.092928429841551e-05
29813,29813,Otisfield,20,2121,2121,-71.08080493067635,42.31262608522781,-71.08085788623686,42.312655091532775,59626,59627,8.1961865468827e-05
29814,29814,Otisfield,20,2121,2121,-71.08085788623686,42.312655091532775,-71.08087766751463,42.3126688842264,59628,59629,3.3573971400358005e-05
29815,29815,Otisfield,20,2121,2121,-71.08087766751463,42.3126688842264,-71.08089651997481,42.312683359556786,59630,59631,3.3327790568193905e-05
29816,29816,Otisfield,20,2121,2121,-71.08089651997481,42.312683359556786,-71.08091674070587,42.31270058398356,59632,59633,3.744515783665747e-05
29817,29817,Otisfield,20,2121,2121,-71.08091674070587,42.31270058398356,-71.08093166103795,42.31271573099617,59634,59635,3.0067344681583563e-05
29818,29818,Otisfield,20,2121,2121,-71.08093166103795,42.31271573099617,-71.08094542087305,42.31273155980265,59636,59637,2.9588641581312917e-05
29819,29819,Otisfield,20,2121,2121,-71.08094542087305,42.31273155980265,-71.08095778974572,42.31274806956289,59638,59639,2.887863291789472e-05
29820,29820,Otisfield,20,2121,2121,-71.08095778974572,42.31274806956289,-71.08097266801983,42.31276939066368,59640,59641,3.6199374889633866e-05
29821,29821,Otisfield,20,2121,2121,-71.08097266801983,42.31276939066368,-71.08098386399358,42.312788640254155,59642,59643,3.044556422793221e-05
29822,29822,Otisfield,20,2121,2121,-71.08098386399358,42.312788640254155,-71.08099390400949,42.31280788562879,59644,59645,2.9285390546363036e-05
29823,29823,Otisfield,20,2121,2121,-71.08099390400949,42.31280788562879,-71.08100186832014,42.31282643740719,59646,59647,2.6516089050687697e-05
29824,29824,Otisfield,20,2121,2121,-71.08100186832014,42.31282643740719,-71.08100935354385,42.312847731548,59648,59649,2.8779364512843127e-05
